DIAMD_NO	STOCK_NO	PARENT_ITEM_NO_ALT	BOUNCE_USE_ITEM	FULL_TITLE	MAIN_DESC	VARIANT_DESC	SERIES_CODE	ISSUE_NO	ISSUE_SEQ_NO	VOLUME_TAG	MAX_ISSUE	PRICE	PUBLISHER	UPC_NO	SHORT_ISBN_NO	EAN_NO	CARDS_PER_PACK	PACK_PER_BOX	BOX_PER_CASE	DISCOUNT_CODE	INCREMENT	PRNT_DATE	FOC_VENDOR	SHIP_DATE	SRP	CATEGORY	GENRE	BRAND_CODE	MATURE	ADULT	OA	CAUT1	CAUT2	CAUT3	RESOL	NOTE_PRICE	ORDER_FORM_NOTES	PAGE	WRITER	ARTIST	COVER_ARTIST
AUG120642	STK474734			PUNISHER WAR ZONE #1 (OF 5)	PUNISHER WAR ZONE		130741	1	0		5	2.99	MARVEL COMICS	75960607843100111			0	0	0	D4	10	10/1/2012	Y	10/24/2012	2.99	1	SH	MH	N	N	N	0	0	0	N	N	(NOTE: Details on how to receive free and additional pay orders of the ALL NEW MARVEL BACKLIST READING CHRONOLOGY #1 (listed on pg 46) will be in an upcoming Marvel Mailer.)	45			
AUG120643	STK474668			SPACE PUNISHER #4 (OF 4)	SPACE PUNISHER		130388	4	0		4	3.99	MARVEL COMICS	75960607753300411			0	0	0	D4	10	9/17/2012	Y	10/10/2012	3.99	1	SH	MH	N	N	N	0	0	0	N	N		46	Tieri, Frank	Texeira, Mark	Texeira, Mark
AUG120644	STK474739			SPACEKNIGHTS #1 (OF 3)	SPACEKNIGHTS		130742	1	0		3	3.99	MARVEL COMICS	75960607838700111			0	0	0	D4	10	9/10/2012	Y	10/3/2012	3.99	1	SH	MH	N	N	N	0	0	0	N	N		46	Starlin, Jim	Batista, Chris	Batista, Chris
AUG120645	STK474677			CAPTAIN MARVEL #5	CAPTAIN MARVEL		130389	5	0			2.99	MARVEL COMICS	75960607809700511			0	0	0	D4	10	9/24/2012	Y	10/17/2012	2.99	1	SH	MH	N	N	N	0	0	0	N	N		47	DeConnick, Kelly Sue	Soy, Dexter	McGuinness, Ed
AUG120646	STK475305			CAPTAIN MARVEL #5 KOMEN VAR	CAPTAIN MARVEL	KOMEN VAR	130389	5	1			2.99	MARVEL COMICS	75960607809700521			0	0	0	D4	10	9/24/2012	Y	10/17/2012	2.99	1	SH	MH	N	N	N	0	0	0	N	N	(NOTE: Exceed orders for CAPTAIN MARVEL #2 (JUN120653) with orders for Captain Marvel #5 reg cvr, and this variant is order all you want.)	47	DeConnick, Kelly Sue	Soy, Dexter	McGuinness, Ed
AUG120647	STK474706			CAPTAIN MARVEL #6	CAPTAIN MARVEL		130389	6	0			2.99	MARVEL COMICS	75960607809700611			0	0	0	D4	10	10/8/2012	Y	10/31/2012	2.99	1	SH	MH	N	N	N	0	0	0	N	N		47	DeConnick, Kelly Sue	Soy, Dexter	McGuinness, Ed
AUG120648	STK474680			DARK TOWER GUNSLINGER MAN IN BLACK #5 (OF 5)	DARK TOWER GUNSLINGER MAN IN BLACK		130259	5	0		5	3.99	MARVEL COMICS	75960607277400511			0	0	0	D4	10	9/24/2012	Y	10/17/2012	3.99	1	AA	MH	N	N	N	0	0	0	N	N		48	David, Peter	Maleev, Alex	Maleev, Alex
AUG120649	STK475103			DEXTER #1 (OF 5)	DEXTER		130768	1	0		5	3.99	MARVEL COMICS	75960607183800111			0	0	0	D4	10	9/10/2012	Y	10/3/2012	3.99	1	HO	MH	N	N	N	0	0	0	N	N		49	TBD,	TBD,	TBD,
AUG120650	STK475287			DEXTER #1 (OF 5) VAR	DEXTER	VAR	130768	1	1		5	3.99	MARVEL COMICS	75960607183800121			0	0	0	D4	10	9/10/2012	Y	10/3/2012	3.99	1	HO	MH	N	N	N	0	0	0	N	N	(NOTE: You may order 1 variant for every 25 regular you purchase.)	49	TBD,	TBD,	TBD,
AUG120651	STK474695			MARVEL UNIVERSE ULTIMATE SPIDER-MAN #7	MARVEL UNIVERSE ULTIMATE SPIDER-MAN		130045	7	0			2.99	MARVEL COMICS	75960607768700711			0	0	0	D4	10	10/1/2012	Y	10/24/2012	2.99	1	SH	SM	N	N	N	0	0	0	N	N		50	Clevinger, Brian	Plati, Nuno	TBD,
AUG120652	STK474664			MARVEL UNIVERSE AVENGERS EARTHS HEROES #7	MARVEL UNIVERSE AVENGERS EARTHS HEROES		130043	7	0			2.99	MARVEL COMICS	75960607779300711			0	0	0	D4	10	9/17/2012	Y	10/10/2012	2.99	1	SH	MH	N	N	N	0	0	0	N	N	(NOTE: Full title reads: Marvel Universe Avengers Earth's Mightiest Heroes #7)	50	Yost, Christopher	Bachs, Ramon	Pham, Khoi
AUG120653	STK475138			DISNEY FAIRIES MAGAZINE 9	DISNEY FAIRIES MAGAZINE 9		0		0			4.99	DISNEY PUBLISHING WORLDWIDE	07482008044309			0	0	0	E	10	9/3/2012	N	10/10/2012	4.99	2	KI	DS	N	N	N	0	0	0	N	N	(NOTE: ORDER BY DATE LISTED IS OIC NOT FOC.)	51			
AUG120654	STK475139			DISNEY CARS MAGAZINE 9	DISNEY CARS MAGAZINE 9		0		0			4.99	DISNEY PUBLISHING WORLDWIDE	07482008049809			0	0	0	E	10	9/10/2012	N	10/17/2012	4.99	2	KI	DS	N	N	N	0	0	0	N	N	(NOTE: ORDER BY DATE LISTED IS OIC NOT FOC.)	51			
AUG120655	STK475140			DISNEY MARVEL SUPER HEROES 4	DISNEY MARVEL SUPER HEROES 4		0		0			4.99	DISNEY PUBLISHING WORLDWIDE	07482008516504			0	0	0	E	10	9/10/2012	N	10/17/2012	4.99	2	KI	DS	N	N	N	0	0	0	N	N	(NOTE: ORDER BY DATE LISTED IS OIC NOT FOC.)	51			
AUG120656	STK475141			DISNEY JUNIOR MAGAZINE 9	DISNEY JUNIOR MAGAZINE 9		0		0			4.99	DISNEY PUBLISHING WORLDWIDE	07482008047409			0	0	0	E	10	9/17/2012	N	10/24/2012	4.99	2	KI	DS	N	N	N	0	0	0	N	N	(NOTE: ORDER BY DATE LISTED IS OIC NOT FOC.)	51			
AUG120657	STK475146			DISNEY PHINEAS AND FERB MAGAZINE 13	DISNEY PHINEAS AND FERB MAGAZINE 13		0		0			4.99	DISNEY PUBLISHING WORLDWIDE	07485108910113			0	0	0	E	10	9/24/2012	N	10/31/2012	4.99	2	KI	DS	N	N	N	0	0	0	N	N	(NOTE: ORDER BY DATE LISTED IS OIC NOT FOC.)	51			
AUG120658	STK475149			DISNEY PRINCESS MAGAZINE 9	DISNEY PRINCESS MAGAZINE 9		0		0			4.99	DISNEY PUBLISHING WORLDWIDE	07482008048109			0	0	0	E	10	10/1/2012	N	11/7/2012	4.99	2	KI	DS	N	N	N	0	0	0	N	N	(NOTE: ORDER BY DATE LISTED IS OIC NOT FOC.)	51			
AUG120659	STK474650			MUPPETS #4 (OF 4)	MUPPETS		130387	4	0		4	2.99	MARVEL COMICS	75960607802800411			0	0	0	D4	10	9/10/2012	Y	10/3/2012	2.99	1	MV	MV	N	N	N	0	0	0	N	N		52	Langridge, Roger	Langridge, Roger	Melaranci, Elisabetta
AUG120660	STK474652			ROAD TO OZ #2 (OF 6)	ROAD TO OZ		130624	2	0		6	3.99	MARVEL COMICS	75960607764900211			0	0	0	D4	10	9/10/2012	Y	10/3/2012	3.99	1	MV	MV	N	N	N	0	0	0	N	N	(NOTE: This was previously solicited as an 8 issue mini series.  This is now a 6 issue mini series.)	52	Shanower, Eric	Young, Scott	Young, Skottie
AUG120661	STK474647			FIRST X-MEN #3 (OF 5)	FIRST X-MEN		130491	3	0		5	3.99	MARVEL COMICS	75960607796000311			0	0	0	D4	10	9/10/2012	Y	10/3/2012	3.99	1	SH	XM	N	N	N	0	0	0	N	N		53	Gage, Christos N.	Adams, Neal	Adams, Neal
AUG120662	STK475253			FIRST X-MEN #3 (OF 5) VAR	FIRST X-MEN	VAR	130491	3	1		5	3.99	MARVEL COMICS	75960607796000321			0	0	0	D4	10	9/10/2012	Y	10/3/2012	3.99	1	SH	XM	N	N	N	0	0	0	N	N	(NOTE: You may order 1 variant for every 75 regular you purchase.)	53	Gage, Christos N.	Adams, Neal	TBD,
AUG120663	STK474657			WOLVERINE #314	WOLVERINE		129796	314	0			3.99	MARVEL COMICS	75960607152431411			0	0	0	D4	10	9/17/2012	Y	10/10/2012	3.99	1	SH	XM	N	N	N	0	0	0	N	N		54	Loeb, Jeph	Bianchi, Simone	Bianchi, Simone
AUG120664	STK474685			WOLVERINE #315	WOLVERINE		129796	315	0			3.99	MARVEL COMICS	75960607152431511			0	0	0	D4	10	10/1/2012	Y	10/24/2012	3.99	1	SH	XM	N	N	N	0	0	0	N	N		54	Loeb, Jeph	Bianchi, Simone	Bianchi, Simone
AUG120665	STK475309			WOLVERINE #315 KOMEN VAR	WOLVERINE	KOMEN VAR	129796	315	1			3.99	MARVEL COMICS	75960607152431521			0	0	0	D4	10	10/1/2012	Y	10/24/2012	3.99	1	SH	XM	N	N	N	0	0	0	N	N	(NOTE: Exceed orders for WOLVERINE #311 (JUN120693) with orders for Wolverine #315 reg cvr, and this variant is order all you want.)	54	Loeb, Jeph	Bianchi, Simone	Bianchi, Simone
AUG120666	STK474658			X-MEN #37	X-MEN		127580	37	0			3.99	MARVEL COMICS	75960607193703711			0	0	0	D4	10	9/17/2012	Y	10/10/2012	3.99	1	SH	XM	N	N	N	0	0	0	N	N		55	Wood, Brian	Lopez, David	Lopez, David
AUG120667	STK474641			AGE OF APOCALYPSE #8	AGE OF APOCALYPSE		129947	8	0			2.99	MARVEL COMICS	75960607747200811			0	0	0	D4	10	9/10/2012	Y	10/3/2012	2.99	1	SH	MH	N	N	N	0	0	0	N	N		56	Lapham, David	Arlem, Renato	Anka, Kris
AUG120668	STK474688			ASTONISHING X-MEN #55	ASTONISHING X-MEN		15092	55	0			3.99	MARVEL COMICS	75960605543205511			0	0	0	D4	10	10/1/2012	Y	10/24/2012	3.99	1	SH	XM	N	N	N	0	0	0	N	N		57	Liu, Marjorie M.	Perkins, Mike	Noto, Phil
AUG120669	STK474686			X-FACTOR #245	X-FACTOR		17519	245	0			2.99	MARVEL COMICS	75960605878524511			0	0	0	D4	10	9/24/2012	Y	10/17/2012	2.99	1	SH	XM	N	N	N	0	0	0	N	N		58	David, Peter	Kirk, Leonard	Yardin, David
AUG120670	STK474655			UNCANNY X-MEN #20	UNCANNY X-MEN		129579	20	0			3.99	MARVEL COMICS	75960607689502011			0	0	0	D4	10	9/17/2012	Y	10/10/2012	3.99	1	SH	XM	N	N	N	0	0	0	N	N		59	Gillen, Kieron	Garney, Ron	Garney, Ron
AUG120671	STK475317			UNCANNY X-MEN #20 KOMEN VAR	UNCANNY X-MEN	KOMEN VAR	129579	20	2			3.99	MARVEL COMICS	75960607689502031			0	0	0	D4	10	9/17/2012	Y	10/10/2012	3.99	1	SH	XM	N	N	N	0	0	0	N	N	(NOTE: Exceed orders for UNCANNY X-MEN #15 (MAY120653) with orders for Uncanny X-Men reg cvr, and this variant is order all you want.)	59	Gillen, Kieron	Garney, Ron	Garney, Ron
AUG120672	STK475284			UNCANNY X-MEN #20 FINAL ISSUE VAR	UNCANNY X-MEN	FINAL ISSUE VAR	129579	20	1			3.99	MARVEL COMICS	75960607689502021			0	0	0	D4	10	9/17/2012	Y	10/10/2012	3.99	1	SH	XM	N	N	N	0	0	0	N	N	(NOTE: Exceed orders for UNCANNY X-MEN #15 (MAY120653) with orders for Uncanny X-Men #20 reg cvr, and this variant is order all you want.)	59	Gillen, Kieron	Garney, Ron	Garney, Ron
AUG120673	STK474693			GAMBIT #4	GAMBIT		130496	4	0			2.99	MARVEL COMICS	75960607807300411			0	0	0	D4	10	10/1/2012	Y	10/24/2012	2.99	1	SH	XM	N	N	N	0	0	0	N	N		60	Asmus, James	Mann, Clay	Mann, Clay
AUG120674	STK474671			WOLVERINE AND X-MEN #18	WOLVERINE AND X-MEN		129466	18	0			3.99	MARVEL COMICS	75960607566901811			0	0	0	D4	10	9/24/2012	Y	10/17/2012	3.99	1	SH	XM	N	N	N	0	0	0	N	N		61	Aaron, Jason	Molina, Jorge	McGuinness, Ed
AUG120675	STK475326			WOLVERINE AND X-MEN #19	WOLVERINE AND X-MEN		129466	19	0			3.99	MARVEL COMICS	75960607566901911			0	0	0	D4	10	10/8/2012	Y	10/31/2012	3.99	1	SH	XM	N	N	N	0	0	0	N	N		61	Aaron, Jason	Molina, Jorge	McGuinness, Ed
AUG120676	STK474661			DEADPOOL #62	DEADPOOL		124291	62	0			2.99	MARVEL COMICS	75960606407606211			0	0	0	D4	10	9/17/2012	Y	10/10/2012	2.99	1	SH	MH	N	N	N	0	0	0	N	N		62	Way, Daniel	Espin, Salva	Johnson, Dave
AUG120677	STK474691			DEADPOOL #63	DEADPOOL		124291	63	0			2.99	MARVEL COMICS	75960606407606311			0	0	0	D4	10	10/1/2012	Y	10/24/2012	2.99	1	SH	MH	N	N	N	0	0	0	N	N		62	Way, Daniel	Espin, Salva	Johnson, Dave
AUG120678	STK474683			NEW MUTANTS #50	NEW MUTANTS		125693	50	0			2.99	MARVEL COMICS	75960606838805011			0	0	0	D4	10	10/8/2012	Y	10/31/2012	2.99	1	SH	XM	N	N	N	0	0	0	N	N		63	Abnett, Dan	Ruix, Felix	Christopher, John Tyler
AUG120679	STK474701			X-TREME X-MEN #5	X-TREME X-MEN		130391	5	0			2.99	MARVEL COMICS	75960607814100511			0	0	0	D4	10	10/1/2012	Y	10/24/2012	2.99	1	SH	XM	N	N	N	0	0	0	N	N		64	Pak, Greg	Diaz, Paco	Androsofsky, Kalman
AUG120680	STK474700			X-MEN LEGACY #275	X-MEN LEGACY		15123	275	0			2.99	MARVEL COMICS	75960601772027511			0	0	0	D4	10	10/1/2012	Y	10/24/2012	2.99	1	SH	XM	N	N	N	0	0	0	N	N		65	Gage, Christos N.	Baldeon, David	Brooks, Mark
AUG120681	STK475285			X-MEN LEGACY #275 FINAL ISSUE VAR	X-MEN LEGACY	FINAL ISSUE VAR	15123	275	1			2.99	MARVEL COMICS	75960601772027521			0	0	0	D4	10	10/1/2012	Y	10/24/2012	2.99	1	SH	XM	N	N	N	0	0	0	N	N	(NOTE: Exceed orders for X-MEN LEGACY #268 (APR120585) with orders for X-Men Legacy #275 reg cvr, and this variant is order all you want.)	65	Gage, Christos N.	Baldeon, David	Brooks, Mark
AUG120682	STK474654			UNCANNY X-FORCE #32	UNCANNY X-FORCE		127938	32	0			3.99	MARVEL COMICS	75960607227903211			0	0	0	D4	10	9/10/2012	Y	10/3/2012	3.99	1	SH	XM	N	N	N	0	0	0	N	N		66	Remender, Rick	Noto, Phil	Opena, Jerome
AUG120683	STK475106			WOLVERINE MAX #1 (MR)	WOLVERINE MAX		130769	1	0			3.99	MARVEL COMICS	75960607852300111			0	0	0	D4	10	9/10/2012	Y	10/3/2012	3.99	1	SH	XM	Y	N	N	0	0	0	N	N		67	Starr, Jason	TBD,	Jock,
AUG120684	STK475288			WOLVERINE MAX #1 VAR (MR)	WOLVERINE MAX	VAR	130769	1	1			3.99	MARVEL COMICS	75960607852300121			0	0	0	D4	10	9/10/2012	Y	10/3/2012	3.99	1	SH	XM	Y	N	N	0	0	0	N	N	(NOTE: You may order 1 variant for every 20 regular you purchase.)	67	Starr, Jason	TBD,	Jock,
AUG120685	STK474670			UNTOLD TALES OF PUNISHER MAX #5 (OF 5) (MR)	UNTOLD TALES OF PUNISHER MAX		130308	5	0		5	3.99	MARVEL COMICS	75960606745900511			0	0	0	D4	10	9/24/2012	Y	10/17/2012	3.99	1	SH	MH	Y	N	N	0	0	0	N	N		68	Edmondson, Nathan	Klein, Nic	Klein, Nic
AUG120686	STK475010			KICK-ASS 2 TP (MR)	KICK-ASS 2 TP		0		0			19.99	MARVEL COMICS	 	0785152466	978078515246051999	0	0	0	D4	6	9/17/2012	Y	11/7/2012	19.99	3	SH	MH	Y	N	N	0	0	0	N	N		69	Millar, Mark	Romita, John	Romita, John
AUG120687	STK475013			SUPERCROOKS PREM HC (MR)	SUPERCROOKS PREM HC		0		0			19.99	MARVEL COMICS	 	0785166106	978078516610851999	0	0	0	D4	6	9/17/2012	Y	10/24/2012	19.99	3	SH	MH	Y	N	N	0	0	0	N	N		70	Millar, Mark	Yu, Leinil Francis	Yu, Leinil Francis
AUG120688	STK475108			HIT-GIRL #4 (OF 5) (MR)	HIT-GIRL		130377	4	0		5	2.99	MARVEL COMICS	75960607822600411			0	0	0	D4	10	10/1/2012	Y	10/24/2012	2.99	1	SH	MH	Y	N	N	0	0	0	N	N		71	Millar, Mark	Romita, John	Romita, John
AUG120689	STK475254			HIT-GIRL #4 (OF 5) DARROW VAR (MR)	HIT-GIRL	DARROW VAR	130377	4	1		5	2.99	MARVEL COMICS	75960607822600431			0	0	0	D4	10	10/1/2012	Y	10/24/2012	2.99	1	SH	MH	Y	N	N	0	0	0	N	N	(NOTE: You may order 1 variant for every 25 regular you purchase.)	71	Millar, Mark	Romita, John	Darrow, Geof
AUG120690	STK475255			HIT-GIRL #4 (OF 5) JRJR SKETCH VAR (MR)	HIT-GIRL	JRJR SKETCH VAR	130377	4	2		5	2.99	MARVEL COMICS	75960607822600421			0	0	0	D4	10	10/1/2012	Y	10/24/2012	2.99	1	SH	MH	Y	N	N	0	0	0	N	N	(NOTE: You may order 1 variant for every 50 regular you purchase.)	71	Millar, Mark	Romita, John	Romita, John
AUG120691	STK475107			BRILLIANT PREM HC VOL 01 (MR)	BRILLIANT PREM HC		130627	1	0	VOL		19.99	MARVEL COMICS	 	0785159142	978078515914851999	0	0	0	D4	6	9/3/2012	Y	10/24/2012	19.99	3	SH	MH	Y	N	N	0	0	0	N	N		72	Bendis, Brian Michael	Bagley, Mark	Bagley, Mark
AUG120692	STK475109			POWERS BUREAU #2 (MR)	POWERS BUREAU		130430	2	0			3.95	MARVEL COMICS	75960607825700211			0	0	0	D4	10	9/17/2012	Y	10/10/2012	3.95	1	SH	MH	Y	N	N	0	0	0	N	N		73	Bendis, Brian Michael	Oeming, Michael Avon	Oeming, Michael Avon
AUG120693	STK474746			MMW CAPTAIN AMERICA TP VOL 02	MMW CAPTAIN AMERICA TP		126792	2	0	VOL		24.99	MARVEL COMICS	 	0785159312	978078515931552499	0	0	0	D4	5	9/3/2012	Y	10/24/2012	24.99	3	SH	MH	N	N	N	0	0	0	N	N		76	Lee, Stan	Kirby, Jack	Kirby, Jack
AUG120694	STK474747			MMW CAPTAIN AMERICA TP VOL 02 DM VAR ED 46	MMW CAPTAIN AMERICA TP	DM VAR ED 46	126792	2	1	VOL		24.99	MARVEL COMICS	 	0785159320	978078515932252499	0	0	0	D4	5	9/3/2012	Y	10/24/2012	24.99	3	SH	MH	N	N	N	0	0	0	N	N		76	Thomas, Roy	Kirby, Jack	Isanove, Richard
AUG120695	STK475021			MMW KA-ZAR HC VOL 01	MMW KA-ZAR HC		130759	1	0	VOL		69.99	MARVEL COMICS	 	0785159576	978078515957556999	0	0	0	D4	2	9/24/2012	Y	1/9/2013	69.99	3	SH	MH	N	N	N	0	0	0	N	N		76	Various,	Various,	Windsor-Smith, Barry
AUG120696	STK475022			MMW KA-ZAR HC VOL 01 DM VAR ED 190	MMW KA-ZAR HC	DM VAR ED 190	130759	1	1	VOL		69.99	MARVEL COMICS	 	0785159584	978078515958256999	0	0	0	D4	2	9/24/2012	Y	1/9/2013	69.99	3	SH	MH	N	N	N	0	0	0	N	N		76	Various,	Various,	Windsor-Smith, Barry
AUG120697	STK475024			SPIDER-MEN HC	SPIDER-MEN HC		0		0			24.99	MARVEL COMICS	 	0785165339	978078516533052499	0	0	0	D4	5	9/24/2012	Y	11/14/2012	24.99	3	SH	SM	N	N	N	0	0	0	N	N		77	Bendis, Brian Michael	Pichelli, Sara	Cheung, Jim
AUG120698	STK475018			DEADPOOL MAX HC (MR)	DEADPOOL MAX HC		0		0			34.99	MARVEL COMICS	 	0785157077	978078515707653499	0	0	0	D4	3	9/24/2012	Y	11/14/2012	34.99	3	SH	MH	Y	N	N	0	0	0	N	N		78	Lapham, Daniel	Baker, Kyle	Baker, Kyle
AUG120699	STK474968			UNCANNY X-FORCE PREM HC BOOK 01 FINAL EXECUTION	UNCANNY X-FORCE PREM HC	FINAL EXECUTION	130757	1	0	BOOK		24.99	MARVEL COMICS	 	078516183X	978078516183752499	0	0	0	D4	5	9/10/2012	Y	10/31/2012	24.99	3	SH	XM	N	N	N	0	0	0	N	N		79	Remender, Rick	McKone, Mike	Opena, Jerome
AUG120700	STK475023			NEW AVENGERS BY BRIAN MICHAEL BENDIS PREM HC VOL 04	NEW AVENGERS BY BRIAN MICHAEL BENDIS PREM HC		128321	4	0	VOL		27.99	MARVEL COMICS	 	0785161562	978078516156152799	0	0	0	D4	5	9/24/2012	Y	11/14/2012	27.99	3	SH	MH	N	N	N	0	0	0	N	N		80	Bendis, Brian Michael	Deodato, Mike	Garney, Ron
AUG120701	STK475110			ULT COMICS SPIDER-MAN BY BENDIS PREM HC VOL 03	ULT COMICS SPIDER-MAN BY BENDIS PREM HC		129868	3	0	VOL		24.99	MARVEL COMICS	 	0785161759	978078516175252499	0	0	0	D4	5	10/1/2012	Y	11/28/2012	24.99	3	SH	SM	N	N	N	0	0	0	N	N		81	Bendis, Brian Michael	Marquez, David	Andrews, Kaare
AUG120702	STK475125			UNCANNY X-MEN BY KIERON GILLEN PREM HC VOL 04	UNCANNY X-MEN BY KIERON GILLEN PREM HC		129964	4	0	VOL		24.99	MARVEL COMICS	 	0785165290	978078516529352499	0	0	0	D4	6	10/1/2012	Y	11/28/2012	24.99	3	SH	XM	N	N	N	0	0	0	N	N		82	Gillen, Kieron	Acuña, Daniel	TBD,
AUG120703	STK475129			WOLVERINE AND X-MEN BY JASON AARON PREM HC VOL 04	WOLVERINE AND X-MEN BY JASON AARON PREM HC		130076	4	0	VOL		19.99	MARVEL COMICS	 	0785165428	978078516542251999	0	0	0	D4	6	10/1/2012	Y	11/21/2012	19.99	3	SH	XM	N	N	N	0	0	0	N	N		83	Aaron, Jason	Molina, Jorge	Immonen, Stuart
AUG120704	STK475131			FF BY JONATHAN HICKMAN PREM HC VOL 04	FF BY JONATHAN HICKMAN PREM HC		129187	4	0	VOL		19.99	MARVEL COMICS	 	078516314X	978078516314551999	0	0	0	D4	6	10/1/2012	Y	11/21/2012	19.99	3	SH	MH	N	N	N	0	0	0	N	N		84	Hickman, Jonathan	Dragotta, Nick	TBD,
AUG120705	STK475132			SECRET AVENGERS BY RICK REMENDER PREM HC VOL 02	SECRET AVENGERS BY RICK REMENDER PREM HC		130428	2	0	VOL		29.99	MARVEL COMICS	 	0785161201	978078516120252999	0	0	0	D4	5	10/1/2012	Y	11/21/2012	29.99	3	SH	MH	N	N	N	0	0	0	N	N		85	Remender, Rick	Scalera, Matteo	Adams, Arthur
AUG120706	STK475012			SPIDER-MAN WORLDS GREATEST HERO TP	SPIDER-MAN WORLDS GREATEST HERO TP		0		0			14.99	MARVEL COMICS	 	078516572X	978078516572951499	0	0	0	D4	7	9/17/2012	Y	11/7/2012	14.99	3	SH	SM	N	N	N	0	0	0	N	N		86	Stern, Roger	Torre, Roberto De La	McKone, Mike
AUG120707	STK474748			MARVEL TALES BY ALAN DAVIS TP	MARVEL TALES BY ALAN DAVIS TP		0		0			16.99	MARVEL COMICS	 	0785140328	978078514032051699	0	0	0	D4	6	9/3/2012	Y	10/24/2012	16.99	3	SH	MH	N	N	N	0	0	0	N	N		87	Davis, Alan	Davis, Alan	Davis, Alan
AUG120708	STK475111			JOURNEY INTO MYSTERY NEW MUTANTS TP EXILED	JOURNEY INTO MYSTERY NEW MUTANTS TP EXILED		0		0			16.99	MARVEL COMICS	 	0785165401	978078516540851699	0	0	0	D4	6	9/24/2012	Y	10/31/2012	16.99	3	SH	XM	N	N	N	0	0	0	N	N		88	Gillen, Kieron	Giandomenico, Carmine Di	Hans, Stephanie
AUG120709	STK474899			DEADPOOL KILLS MARVEL UNIVERSE TP	DEADPOOL KILLS MARVEL UNIVERSE TP		0		0			14.99	MARVEL COMICS	 	0785164030	978078516403651499	0	0	0	D4	7	9/10/2012	Y	10/31/2012	14.99	3	SH	MH	N	N	N	0	0	0	N	N		89	Bunn, Cullen	Talajic, Dalibor	Andrews, Kaare
AUG120710	STK475112			ULT COMICS SPIDER-MAN BY BENDIS TP VOL 02	ULT COMICS SPIDER-MAN BY BENDIS TP		130416	2	0	VOL		19.99	MARVEL COMICS	 	0785157158	978078515715151999	0	0	0	D4	6	10/1/2012	Y	12/5/2012	19.99	3	SH	SM	N	N	N	0	0	0	N	N		90	Bendis, Brian Michael	Samnee, Chris	Andrews, Kaare
AUG120711	STK474962			TOY STORY DIGEST TP	TOY STORY DIGEST TP		0		0			9.99	MARVEL COMICS	 	0785165061	978078516506450999	0	0	0	D4	10	9/10/2012	Y	10/31/2012	9.99	3	MV	MV	N	N	N	0	0	0	N	N		91	Orsi, Tea	Various,	Ghiglione, Marco
AUG120712	STK474948			MARVEL UNIVERSE ULT SPIDER-MAN COMIC READER #3	MARVEL UNIVERSE ULT SPIDER-MAN COMIC READER		130306	3	0			3.99	MARVEL COMICS	 	0785153764	978078515376450399	0	0	0	D4	10	9/10/2012	Y	10/3/2012	3.99	3	SH	SM	N	N	N	0	0	0	N	N	(NOTE: This was previously solicited as a 2 issue mini series.  This is now an ongoing series.)	92	Semahn, Jacob	Plati, Nuno	
AUG120713	STK475011			MARVEL UNIVERSE ULT SPIDER-MAN DIGEST TP VOL 01	MARVEL UNIVERSE ULT SPIDER-MAN DIGEST TP		130758	1	0	VOL		9.99	MARVEL COMICS	 	078516149X	978078516149350999	0	0	0	D4	10	9/17/2012	Y	11/7/2012	9.99	3	SH	SM	N	N	N	0	0	0	N	N		92	Various,	Plati, Nuno	TBD,
AUG120714	STK475113			OZ TP MARVELOUS LAND OF OZ	OZ TP MARVELOUS LAND OF OZ		0		0			24.99	MARVEL COMICS	 	0785163654	978078516365752499	0	0	0	D4	5	10/1/2012	Y	11/21/2012	24.99	3	MV	MV	N	N	N	0	0	0	N	N		93	Shanower, Eric	Young, Skottie	Young, Skottie
AUG120715	STK475015			CAPTAIN AMERICA AND BUCKY TP OLD WOUNDS	CAPTAIN AMERICA AND BUCKY TP OLD WOUNDS		0		0			16.99	MARVEL COMICS	 	0785160841	978078516084751699	0	0	0	D4	6	9/24/2012	Y	11/28/2012	16.99	3	SH	MH	N	N	N	0	0	0	N	N		94	Brubaker, Ed	Francavilla, Francesco	
AUG120716	STK474744			AVENGERS ACADEMY TP SECOND SEMESTER	AVENGERS ACADEMY TP SECOND SEMESTER		0		0			19.99	MARVEL COMICS	 	0785152032	978078515203351999	0	0	0	D4	6	9/3/2012	Y	11/7/2012	19.99	3	SH	MH	N	N	N	0	0	0	N	N		94	Gage, Christos N.	Chen, Sean	Esquejo, Rodin
AUG120717	STK475016			CAPTAIN AMERICA AND IRON MAN TP	CAPTAIN AMERICA AND IRON MAN TP		0		0			14.99	MARVEL COMICS	 	0785165789	978078516578151499	0	0	0	D4	7	9/24/2012	Y	11/28/2012	14.99	3	SH	MH	N	N	N	0	0	0	N	N		95	Bunn, Cullen	Kitson, Barry	Andrasofszky, Kalman
AUG120718	STK474959			RED HULK TP MAYAN RULE	RED HULK TP MAYAN RULE		0		0			16.99	MARVEL COMICS	 	0785160973	978078516097751699	0	0	0	D4	6	9/10/2012	Y	10/31/2012	16.99	3	SH	MH	N	N	N	0	0	0	N	N		96	Parker, Jeff	Eaglesham, Dale	Eaglesham, Dale
